mmT4_x,mmT4_y
-2.9818675189937,0.479890875860091
-2.9818675189937,0.479976549061066
-2.79083979895356,0.540555901483659
-2.78736583464736,0.568347615933199
-2.44375918327122,0.57613379802179
-1.84615668900516,0.804829168757168
-1.16292803003154,0.890223511862098
-1.1626962084289,0.890262148795872
-0.348951987170302,1.3279161365754
0.1974582497133,1.71486334844467
0.543373037915707,1.71486334844467
0.818861095183486,1.71486334844467
1.14581354823681,1.71049737492832
1.14923375680906,1.71049737492832
1.39552909081135,1.70929291051462
1.53219296516628,1.69685181783974
1.70416427752293,1.68553959557769
2.06324250107512,1.68553959557769
2.27951525766915,1.50588793273366
2.28682603748567,1.49548451834862
2.28682603748567,1.43543936353211
2.28682603748567,1.40883027522936
2.27808401125287,1.40883027522936
1.86636212550172,1.40883027522936
1.60893263510608,1.51744877526519
1.60641955454415,1.51990474035981
0.962224277881305,1.62815870932483
0.64269683557913,1.62815870932483
0.0166877956565372,1.63638165675172
-0.380520041929472,1.67812298415998
-0.907820115395644,1.62815870932483
-0.907927626863533,1.61692040119696
-1.35757754264622,1.6085042691012
-1.6660951386898,1.58098301318807
-2.04445487206135,1.46060040675172
-2.69921986991113,1.3911295199613
-3.27019647720757,1.33125067194668
-3.27071723588016,1.33125067194668
