mmT4_x,mmT4_y
-3.54314793577981,1.20476678970757
-3.54314793577981,1.79782692445528
-3.54314793577981,1.80602467388188
-2.90321952049885,1.91182603748566
-2.53528503977925,1.9248987600344
-2.21425243692661,1.9273916821961
-1.90423975953269,1.9273916821961
-1.54173796767488,1.92700027325831
-1.54112313646789,1.9273916821961
-1.28582371702981,1.92722873512758
-1.00088472978784,1.92722873512758
-0.730009586439223,1.93490404601491
-0.438035317517205,2.02355229089019
-0.310493119266056,2.25136405174885
-0.306377445885893,2.25193016682196
-0.138545325043005,2.36915798362242
-0.0560605110378418,2.48174264890338
0.0775359267488511,2.79025184561353
0.21819452408257,2.89713840309633
0.318412010822819,2.99174177537271
0.323918613818805,3.00631797860522
0.377815456565365,3.04985508350057
0.430583428899084,3.09475624014478
0.450221070455846,3.18781581493693
0.56067230504587,3.25969899028813
0.675423998351491,3.25969899028813
0.676660380232228,3.25969899028813
0.763593481221328,3.23324444972047
0.800375842173167,3.16232383798022
0.800375842173167,3.15020191997563
0.800375842173167,3.04300290728928
0.707731194452407,2.78124104071101
0.7057590309633,2.78082611363962
0.582231714091172,2.45642369821531
0.401182402164565,2.29154142327265
0.161737564506879,2.15452981651376
-0.369755456206995,1.94537801480075
-0.516165917072819,1.88176986274369
-0.516837863747135,1.87091624408687
-1.04529704522649,1.87091624408687
-1.38023894423738,1.87091624408687
-2.0543963231078,1.85237387560923
-2.63315743262615,1.75683481758888
-2.99855195491686,1.60330508170872
-2.99955315546158,1.60195614876003
-3.28824160514622,1.56447832300029
-3.75186465202122,1.56019466295155
-3.75772402702122,1.5355107018707
-3.77804033471904,1.44384877616112
-3.77804033471904,1.41673740771932
-3.76298536948108,1.41458717836153
-3.77804033471904,1.39728791123136
-3.77804033471904,1.38081513851061
-3.88223238603784,1.19775502616112
-4.20896309668865,0.993162382633313
-4.20896309668865,0.943865014872419
-4.20896309668865,0.94324346419868
