mmT4_x,mmT4_y
-2.79617841528096,1.83167623817374
-2.79648751075114,2.35411309758457
-2.79648751075114,2.60580920298165
-2.79617841528096,2.60599062858372
-1.84308253297018,2.80909323036124
-1.12984809525516,2.81043712370986
-0.88057603748566,2.82676878762901
-0.629960086367539,2.92871989678899
-0.541807402164558,3.13779106490109
-0.539912512543005,3.13856212370986
-0.380506602995986,3.33570623835292
-0.130266942015481,3.66686507758744
-0.0160864033830208,3.7850621774656
0.0740922000430047,4.03310961242116
0.149551811568237,4.25846204845183
0.149850827838307,4.26241645463016
0.191182267775233,4.26241645463016
0.2430935080992,4.25846204845183
0.29632848337156,4.2461570249785
0.333393061926607,4.22007709468177
0.413499184704705,4.22007709468177
0.41637847620413,4.21855681533114
0.417671973552181,4.21855681533114
0.615587147004014,4.07593781357511
0.66453510249427,3.9475052859805
0.66453510249427,3.85815485683056
0.66453510249427,3.43003243262615
0.661719645928905,3.42963094448825
0.556764935134751,2.92565078035407
0.31736713374427,2.35251722423308
0.0569911571817698,2.31299164098337
-0.168991228856072,2.0820385294223
-0.552871004157105,2.05515730271646
-0.554614705776949,2.05515730271646
-1.11380536840596,2.0530608290926
-1.52779507418291,2.0530608290926
-2.27873243979357,2.0530608290926
-2.85162409511181,1.99621918004587
-3.28253005841456,1.97834875824254
-3.28355477709289,1.97731564023079
-3.58903517416857,1.97624052555189
-3.71106740969037,1.94598948627437
-4.01800929078268,1.64805673021789
-4.14393881701548,1.39765748190224
-4.26525542932912,1.26756692588876
-4.2652587890625,1.267031048416
-4.28650574290424,1.22043658615252
-4.32591205561926,1.19474638492689
-4.34871792574541,1.15903577892058
-4.34924540388474,1.13473986704415
-4.34924540388474,1.0792001146789
-4.34871792574541,1.07800572946531
