mmT4_x,mmT4_y
-3.95138241829128,-1.10752602673452
-3.79557142345183,-1.02067019961296
-3.58781223122133,-0.876903848910551
-3.0365505393492,-0.856829442015481
-3.02802353605218,-0.852182930762615
-2.43408315116113,-0.84767080884461
-2.04776084969897,-0.837598328196675
-1.70245417323681,-0.830845264119841
-1.41770669079702,-0.829471133170872
-1.28291082819668,-0.829471133170872
-1.28049853963589,-0.829471133170872
-1.26002768420298,-0.857534986023509
-1.15464964700401,-0.862006791141056
-1.12605831601204,-0.88741309489679
-1.04480652415425,-0.88741309489679
-0.974524261754588,-0.920321683271217
-0.928865485235093,-0.921299365682341
-0.926674939076833,-1.08647057769496
-0.841697202909977,-1.13227382274943
-0.761184552393921,-1.16739311568234
-0.722557697821102,-1.16739311568234
-0.669635177752291,-1.16739311568234
-0.667380796659977,-1.16557214019496
-0.564892130160551,-1.10242595147649
-0.520536930189223,-1.09812549276089
-0.494008475487384,-1.07784278239679
-0.477982547305047,-1.00872634747707
-0.438606472190365,-0.996762336940941
-0.437863971115256,-0.9949951171875
-0.422002669868121,-0.992267013689794
-0.33275135285264,-0.986918318162271
-0.198133556120986,-0.986918318162271
-0.135175512471328,-0.986918318162271
-0.135175512471328,-0.989764012327981
-0.135175512471328,-0.990953357941514
-0.149582049168579,-1.01121926963876
-0.27113048308486,-1.04935896287271
-0.384306461439223,-1.17069909331996
-0.560991479716172,-1.24391776268635
-0.750833213876149,-1.41599322677752
-0.751511880017205,-1.41626872491399
-1.16008233586582,-1.52255053038991
-1.37194040280963,-1.52549701655677
-1.50389393097764,-1.52549701655677
-2.19760159833716,-1.52255053038991
-3.00875882489966,-1.47016556766055
-3.00907463983658,-1.47016556766055
-3.40574492008314,-1.47016556766055
-3.71517972333716,-1.47016556766055
-3.84802358084863,-1.47016556766055
