mmT4_x,mmT4_y
-3.91869099934896,0.970591227213541
-3.91869099934896,0.97888692220052
-3.51213921440972,1.14452616373698
-2.94774373372396,1.36995781792535
-2.94520399305556,1.37176852756076
-2.46334160698785,1.56936984592014
-2.00521850585938,1.84293789333767
-1.53922865125868,1.91832309299045
-1.10988023546007,2.14925299750434
-0.958994547526046,2.38297695583767
-0.957509358723961,2.3829837375217
-0.794013129340279,2.39798990885417
-0.722958034939239,2.41239081488715
-0.388909233940971,2.58431159125434
-0.251905653211807,2.67919243706597
-0.135104709201393,2.7670406765408
-0.134867350260421,2.76718478732639
0.0710652669270786,2.88988749186198
0.212202284071175,3.00472852918837
0.24481201171875,3.21069166395399
0.327134874131943,3.27618238661024
0.437035454644096,3.33323499891493
0.437367757161454,3.33356730143229
0.498813205295136,3.33356730143229
0.575327555338539,3.35680813259549
0.595974392361107,3.35680813259549
0.692732069227425,3.28967454698351
0.800438774956596,3.27386983235677
0.801289876302079,3.27297634548611
0.9376220703125,3.14498392740885
0.999087863498261,3.08970472547743
0.999087863498261,2.96901279025608
0.999087863498261,2.81686062282986
0.776692708333329,2.59567260742187
0.77642822265625,2.5952385796441
0.589687771267357,2.14940558539496
0.396915011935761,1.90237765842014
0.2931654188368,1.82272677951389
-0.0384148491753464,1.68789503309462
-0.559048122829864,1.41222635904948
-0.561231825086807,1.38349745008681
-1.03584459092882,1.37913852267795
-1.58378431532118,1.35555352105035
-2.2848375108507,1.25082397460938
-2.9227532280816,1.13157653808594
-3.38266330295139,1.10717603895399
-3.38336520724827,1.10630798339844
-3.76875474717882,1.03335232204861
-3.93344116210938,0.85716586642795
-4.0440911187066,0.602606879340277
-4.2489997016059,0.456532796223957
-4.37431844075521,0.3109130859375
-4.37431844075521,0.286088731553818
-4.37431844075521,0.285468207465277
