mmT4_x,mmT4_y
-4.61091151806193,2.00969675046588
-4.36761642596043,2.01248028956422
-3.61403495018635,2.01248028956422
-2.77946374175745,1.90586083088446
-1.96622348050459,1.90586083088446
-1.34459217316514,1.88711519853784
-1.34363128942087,1.88711519853784
-0.856123898007453,1.88711519853784
-0.546494230217888,1.88711519853784
-0.225683369767772,1.90561389048165
0.00851020463016283,1.9075339781035
0.180266494051033,1.90561389048165
0.1856689453125,1.82788645893062
0.536740924240256,1.82788645893062
0.705799347763765,1.79348278920585
0.798507830418579,1.72143834665281
1.0103524584289,1.30224945348337
1.13859012148796,1.12293376397649
1.13859012148796,1.12035516861382
1.13859012148796,0.783620851849196
0.970791597978788,0.432461519853783
0.855502347333719,0.295747249498278
0.74230621057913,0.092658086654243
0.552400641485093,-0.0318502723623855
0.552252813216747,-0.0318502723623855
0.453809265696677,-0.0318502723623855
-0.119331009891056,0.282351992545872
-0.247276376146786,0.388946253225344
-0.689951485450116,0.602910872993119
-1.1824480809203,0.791321360736811
-1.18396668040424,0.792829881020642
-1.59642098803039,1.00682977798882
-2.08873279816514,1.07684158185206
-2.46503973444668,1.09840099089736
-2.94878422448394,1.11432276734518
-3.64742398043291,1.11432276734518
-3.65118688180906,1.14908928827408
-4.08669903956422,1.15080443216026
-4.46695702229071,1.1811243459719
