mmT4_x,mmT4_y
-4.32544841241399,5.00524006414851
-4.32544841241399,5.01088945581279
-4.1878942087156,5.0749158946746
-3.97296534547019,5.35341595290998
-3.62744364607225,5.52087010374857
-3.09022899942661,5.87324229949111
-2.37523070169151,6.09110756970327
-2.3750795136898,6.09128395570527
-1.59002069595757,6.30527881307339
-1.32534762041284,6.72739571387615
-1.08555337048452,6.72739571387615
-0.590469780318237,6.72739571387615
-0.248301094825116,6.75666907074254
-0.246695142273509,6.75666907074254
0.0880115754013744,6.75666907074254
0.410115933199542,6.75666907074254
0.627967764478214,6.75666907074254
1.06040240646502,6.59497350290281
1.35425140660837,6.24347315797018
1.35438243620986,6.24303807249857
1.50759971688647,6.11237636181193
1.73912902272075,5.65522248154386
1.78281563575115,5.61671825723911
1.86852243405963,5.60951162915711
1.86861650659404,5.57173310726061
1.86861650659404,5.57173310726061
1.86852243405963,5.56996924724054
1.79164837478498,5.56996924724054
1.57944761503727,5.51607240449398
1.42182572391055,5.45806828770069
1.25761203590883,5.45806828770069
1.25596240682339,5.45806828770069
1.08322507525803,5.49830109482511
0.770732914635893,5.59725196208429
0.398548371201258,5.8813946925172
-0.209234115180621,6.06453711833429
-0.781917467029814,6.06453711833429
-0.784007221186926,6.06453711833429
-1.36136396215596,5.99274801551749
-2.19950320742546,5.65785651250717
-2.7615966796875,5.44920195133314
-3.33073887256307,5.28944158991543
-3.92117841528096,5.2019910899871
-3.92531424706135,5.2019910899871
-4.26217119409404,5.2019910899871
